Ubicazione
ALZ NAVIGLIO GRANDE N. 146 ; (Z.D. 6)
VIA WATT GIACOMO N. 5 (Z.D. 6)
VIA WITTGENS FERNANDA N. 12 ; (Z.D. 1)
VIA ZAMBALDI SILVIO N. 1 ; (Z.D. 3)
VIA ZAMENHOF LUDOVICO LAZZARO N. 19 ; (Z.D. 5)
VIA ZAMENHOF LUDOVICO LAZZARO N. 2 ; (Z.D. 5)
VIA ZAMENHOF LUDOVICO LAZZARO N. 2 INGRESSO DA VIA MEDA 13; (Z.D. 5)
VIA ZANELLA GIACOMO N. 27 (Z.D. 4)
VIA ZANELLA GIACOMO N. 27 ; (Z.D. 4)
VIA ZANELLA GIACOMO N. 50 SEMINTERRATO; (Z.D. 4)
VIA ZANELLA GIACOMO N. 60 ; (Z.D. 4)
VIA ZANELLA GIACOMO N. 68 ; (Z.D. 4)
VIA ZANELLA GIACOMO NUM.059; (Z.D. 4)
VIA ZANOLI ALESSANDRO N. 10 ; (Z.D. 9)
VIA ZANOLI ALESSANDRO N. 30 ; (Z.D. 9)
VIA ZANTE N. 21 INGRESSO DA VIA DALMAZIA; (Z.D. 4)
VIA ZANTE N. 30 ; (Z.D. 4)
VIA ZECCA VECCHIA N. 4 (Z.D. 1)
VIA ZEZON ACHILLE N. 2 ; (Z.D. 2)
VIA ZUCCOLI LUCIANO N. 26 ; (Z.D. 2)
VIA ZUMBINI BONAVENTURA INTERNO VILLAGGIO BARONA NUM.028; (Z.D. 6)
VIA ZURETTI GIANFRANCO N. 11 ; (Z.D. 2)
VIA ZURETTI GIANFRANCO N. 13 ; (Z.D. 2)
VIA ZURETTI GIANFRANCO N. 25 ; (Z.D. 2)
VIA ZURETTI GIANFRANCO N. 31 AL SECONDO PIANO SCALA A; (Z.D. 2)
VIA ZURETTI GIANFRANCO N. 35 (Z.D. 2)
VIA ZURETTI GIANFRANCO N. 42 ; (Z.D. 2)
VIA ZURETTI GIANFRANCO N. 49 ; (Z.D. 2)
VIA ZURIGO N. 22 ; (Z.D. 7)
VIE DELLA ROBBIA LUCA N. 8 ; (Z.D. 8)
VLE ABRUZZI N. 16 ; (Z.D. 3)
VLE ABRUZZI N. 25 ; (Z.D. 3)
VLE ABRUZZI N. 44 ; (Z.D. 3)
VLE ABRUZZI N. 64 ; (Z.D. 3)
VLE ABRUZZI N. 68 (Z.D. 3)
VLE ABRUZZI N. 78 ; (Z.D. 3)
VLE ABRUZZI N. 79 ; (Z.D. 3)
VLE ABRUZZI N. 83 ; (Z.D. 3)
VLE ABRUZZI N. 89 ; (Z.D. 3)
VLE ABRUZZI N. 91 ; (Z.D. 3)
VLE ABRUZZI N. 92 ; (Z.D. 3)
VLE AFFORI N. 10 ; (Z.D. 9)
VLE ARETUSA N. 17 (Z.D. 7)
VLE ARETUSA N. 19 ; (Z.D. 7)
VLE ARETUSA N. 20 ; (Z.D. 7)
VLE ARETUSA N. 30 (Z.D. 7)
VLE ARETUSA N. 30 ; (Z.D. 7)
VLE ARETUSA N. 34 ; (Z.D. 7)
VLE ARGONNE N. 10 ; (Z.D. 4)
VLE ARGONNE N. 11 ; (Z.D. 3)
VLE ARGONNE N. 24 ; (Z.D. 4)
VLE ARGONNE N. 3 ACCONCIATORE; (Z.D. 3)
VLE ARGONNE N. 52 ; (Z.D. 4)
VLE ARGONNE N. 53 ; (Z.D. 3)
VLE BACCHIGLIONE N. 2 ; (Z.D. 4)
VLE BEATRICE D'ESTE N. 49 ; (Z.D. 1)
VLE BEATRICE D'ESTE N. 7 ; (Z.D. 1)
VLE BEZZI ERGISTO N. 1 ; (Z.D. 7)
VLE BEZZI ERGISTO N. 5 ; (Z.D. 7)
VLE BEZZI ERGISTO N. 73 ANG.VIA CLEFI; (Z.D. 7)
VLE BEZZI ERGISTO N. 77 (Z.D. 7)
VLE BEZZI ERGISTO N. 81 ; (Z.D. 7)
VLE BIANCA MARIA N. 10 ; (Z.D. 1)
VLE BIANCA MARIA N. 3 (Z.D. 1)
VLE BLIGNY N. 2 ; (Z.D. 5)
VLE BLIGNY N. 23 (Z.D. 5)
VLE BLIGNY N. 25 IN PROFUMERIA; (Z.D. 5)
VLE BLIGNY N. 26 VIALE; (Z.D. 5)
VLE BLIGNY N. 41 ; (Z.D. 5)
VLE BLIGNY N. 44 ; (Z.D. 5)
VLE BLIGNY N. 45 ; (Z.D. 5)
VLE BLIGNY N. 50 ; (Z.D. 5)
VLE BLIGNY N. 58 ; (Z.D. 5)
VLE BODIO LUIGI N. 37 1ØPIANO INTERNO PALESTRA; (Z.D. 9)
VLE BODIO LUIGI N. 6 ; (Z.D. 9)
VLE BRENTA N. 39 ; (Z.D. 4)
VLE BRENTA N. 6 ; (Z.D. 4)
VLE BRENTA N. 7 ; (Z.D. 4)
VLE BRENTA N. 8 ; (Z.D. 4)
VLE BRIANZA N. 15 ; (Z.D. 3)
VLE BRIANZA N. 19 (Z.D. 3)
VLE BRIANZA N. 22 ; (Z.D. 2)
VLE BRIANZA N. 23 ; (Z.D. 2)
VLE BRIANZA N. 24 ; (Z.D. 2)
VLE CA' GRANDA N. 2 ; (Z.D. 9)
VLE CA' GRANDA N. 2 CON INGRESSO VIA SUZZANI; (Z.D. 9)
VLE CALDARA EMILIO N. 30 ; (Z.D. 1)
VLE CALDARA EMILIO N. 33 ; (Z.D. 1)
VLE CAMPANIA N. 20 ; (Z.D. 4)
VLE CAMPANIA N. 26 ESTETISTA IN PROFUMERIA; (Z.D. 4)
VLE CAMPANIA N. 29 ; (Z.D. 4)
VLE CAMPANIA N. 35 ; (Z.D. 4)
VLE CAMPANIA N. 40 ; (Z.D. 4)
VLE CAMPANIA N. 42 ; (Z.D. 4)
VLE CAMPANIA N. 49 (Z.D. 4)
VLE CASSALA N. 1 ; (Z.D. 6)
VLE CASSALA N. 22 FUORITERRA ED INTERRATO; (Z.D. 6)
VLE CASSALA N. 45 ; (Z.D. 6)
VLE CASSIODORO N. 12 (Z.D. 8)
VLE CASSIODORO N. 4 ; (Z.D. 8)
VLE CATERINA DA FORLI' N. 1 ; (Z.D. 6)
VLE CATERINA DA FORLI' N. 34 ; (Z.D. 7)
VLE CATERINA DA FORLI' N. 36 ; (Z.D. 7)
VLE CATERINA DA FORLI' N. 42 ; (Z.D. 7)
VLE CATERINA DA FORLI' N. 58 ; (Z.D. 7)
VLE CERTOSA INTERNO PALESTRA NUM.021A; (Z.D. 8)
VLE CERTOSA N. 115 ; (Z.D. 8)
VLE CERTOSA N. 121 ; (Z.D. 8)
VLE CERTOSA N. 121 PIANO INTERRATO; (Z.D. 8)
VLE CERTOSA N. 139 (Z.D. 8)
VLE CERTOSA N. 180 (Z.D. 8)
VLE CERTOSA N. 236 ; (Z.D. 8)
VLE CERTOSA N. 246 ; (Z.D. 8)
VLE CERTOSA N. 27 ; (Z.D. 8)
VLE CERTOSA N. 273 ; (Z.D. 8)
VLE CERTOSA N. 277 ; (Z.D. 8)
VLE CERTOSA N. 290 ; (Z.D. 8)
VLE CERTOSA N. 36 ; (Z.D. 8)
VLE CERTOSA N. 41 (Z.D. 8)
VLE CERTOSA N. 41 ; (Z.D. 8)
VLE CERTOSA N. 45 ; (Z.D. 8)
VLE CERTOSA N. 60 ; (Z.D. 8)
VLE CIRENE N. 15 ; (Z.D. 4)
VLE COL DI LANA N. 1 (Z.D. 5)
VLE COL DI LANA N. 1 ; (Z.D. 5)
VLE COL DI LANA N. 12 ; (Z.D. 5)
VLE COL DI LANA N. 2 ; (Z.D. 5)
VLE COL DI LANA N. 5 ; (Z.D. 5)
VLE COL DI LANA NUM.007A; (Z.D. 5)
VLE CONI ZUGNA N. 10 ; (Z.D. 7)
VLE CONI ZUGNA N. 14 ; (Z.D. 7)
VLE CONI ZUGNA N. 37 ; (Z.D. 1)
VLE CONI ZUGNA N. 39 INGR.VIA MODESTINO; (Z.D. 1)
VLE CONI ZUGNA N. 4 (Z.D. 7)
VLE CONI ZUGNA N. 52 ; (Z.D. 6)
VLE CONI ZUGNA N. 57 ; (Z.D. 1)
VLE CONI ZUGNA N. 58 ; (Z.D. 6)
VLE CONI ZUGNA N. 6 (Z.D. 7)
VLE CONI ZUGNA N. 63 P.R. INTERNO; (Z.D. 1)
VLE CONI ZUGNA N. 7 ; (Z.D. 1)
VLE CORSICA N. 1 ; (Z.D. 4)
VLE CORSICA N. 12 ; (Z.D. 4)
VLE CORSICA N. 16 (Z.D. 4)
VLE CORSICA N. 16 ; (Z.D. 4)
VLE CORSICA N. 35 ; (Z.D. 4)
VLE CORSICA N. 41 ; (Z.D. 4)
VLE CORSICA N. 42 ; (Z.D. 4)
VLE CORSICA N. 58 ; (Z.D. 4)
VLE CORSICA N. 59 ; (Z.D. 4)
VLE CORSICA N. 64 ; (Z.D. 4)
VLE CORSICA N. 7 ; (Z.D. 4)
VLE CORSICA N. 81 (Z.D. 4)
VLE CORSICA N. 81 ; (Z.D. 4)
VLE CORSICA N. 91 (Z.D. 4)
VLE CORSICA NUM.057A; (Z.D. 4)
VLE CRISPI FRANCESCO N. 5A (Z.D. 1)
VLE CRISPI FRANCESCO N. 9 ; (Z.D. 1)
VLE CRISPI FRANCESCO NUM.005A; (Z.D. 1)
VLE D'ANNUNZIO GABRIELE N. 1 (Z.D. 1)
VLE D'ANNUNZIO GABRIELE N. 25 (Z.D. 1)
VLE D'ANNUNZIO GABRIELE N. 3 ; (Z.D. 1)
VLE DEI MILLE N. 70 ; (Z.D. 3)
VLE DELL' INNOVAZIONE N. 13 ; (Z.D. 9)
VLE DELLE RIMEMBRANZE DI GRECO N. 40 ; (Z.D. 2)
VLE DELLE RIMEMBRANZE DI GRECO N. 8 (Z.D. 2)
VLE DELLE RIMEMBRANZE DI GRECO NUM.00810; (Z.D. 2)
VLE DELLE RIMEMBRANZE DI LAMBRATE N. 9 (Z.D. 3)
VLE DORIA ANDREA N. 10 ; (Z.D. 3)
VLE DORIA ANDREA N. 12 (Z.D. 2)
VLE DORIA ANDREA N. 14 ; (Z.D. 3)
VLE DORIA ANDREA N. 16 ; (Z.D. 3)
VLE DORIA ANDREA N. 17 (Z.D. 3)
VLE DORIA ANDREA N. 24 ; (Z.D. 3)
VLE DORIA ANDREA N. 44 ; (Z.D. 3)
VLE ESPINASSE CARLO N. 30 ; (Z.D. 8)
VLE ESPINASSE CARLO N. 30 ANGOLO VIA CASELLA; (Z.D. 8)
VLE ESPINASSE CARLO N. 43 ; (Z.D. 8)
VLE ESPINASSE CARLO N. 84 ; (Z.D. 8)
VLE ETIOPIA N. 4 ; (Z.D. 6)
VLE ETIOPIA N. 7 ; (Z.D. 6)
VLE FAENZA N. 2 ; (Z.D. 6)
VLE FAENZA N. 25 ; (Z.D. 6)
VLE FAMAGOSTA N. 2 ; (Z.D. 6)
VLE FAMAGOSTA N. 21 (Z.D. 6)
VLE FAMAGOSTA N. 23 ; (Z.D. 6)
VLE FAMAGOSTA N. 25 ; (Z.D. 6)
VLE FAMAGOSTA N. 36 ; (Z.D. 6)
VLE FAMAGOSTA N. 40 ; (Z.D. 6)
VLE FAMAGOSTA N. 48 (Z.D. 6)
VLE FAMAGOSTA N. 48 ; (Z.D. 6)
VLE FORLANINI ENRICO CON INGR. DA P.ZZA ARTIGIANATO NUM.0509; (Z.D. 4)
VLE FORLANINI ENRICO NUM.0505; (Z.D. 4)
VLE GIAN GALEAZZO N. 6 ; (Z.D. 5)
VLE GIOVANNI DA CERMENATE N. 24 ; (Z.D. 5)
VLE GIOVANNI DA CERMENATE N. 37 PIANO RIALZATO; (Z.D. 5)
VLE GIOVANNI DA CERMENATE N. 45 ; (Z.D. 5)
VLE GIOVANNI DA CERMENATE NUM.035A; (Z.D. 5)
VLE GORIZIA N. 12 ; (Z.D. 6)
VLE GRAN SASSO N. 2 ; (Z.D. 3)
VLE GRAN SASSO N. 23 ; (Z.D. 3)
VLE GRAN SASSO N. 3 ; (Z.D. 3)
VLE GRAN SASSO N. 38 ; (Z.D. 3)
VLE GRAN SASSO N. 9 (Z.D. 3)
VLE ISONZO N. 14 C/O GRAND HOTEL PALACE INGR.V.; (Z.D. 5)
VLE JENNER EDOARDO N. 10 ; (Z.D. 9)
VLE JENNER EDOARDO N. 14 ; (Z.D. 9)
VLE JENNER EDOARDO N. 46 ; (Z.D. 9)
VLE JENNER EDOARDO N. 49 ; (Z.D. 9)
VLE JENNER EDOARDO N. 72 ; (Z.D. 9)
VLE LANCETTI VINCENZO N. 39 ; (Z.D. 9)
VLE LAZIO N. 1 ; (Z.D. 4)
VLE LAZIO N. 6 ; (Z.D. 4)
VLE LEGIONI ROMANE N. 55 (Z.D. 6)
VLE LEGIONI ROMANE N. 65 ; (Z.D. 6)
VLE LEGIONI ROMANE N. 65 ANG.VIA DEI CICLAMINI; (Z.D. 6)
VLE LIGURIA N. 35 ; (Z.D. 6)
VLE LIGURIA N. 48 ; (Z.D. 6)
VLE LIGURIA N. 50 ; (Z.D. 6)
VLE LOMBARDIA N. 20 (Z.D. 3)
VLE LOMBARDIA N. 25 ; (Z.D. 3)
VLE LOMBARDIA N. 32 ; (Z.D. 3)
VLE LOMBARDIA N. 63 (Z.D. 3)
VLE LOMBARDIA N. 65 ; (Z.D. 3)
"VLE LUCANIA N. 21 V.LE LUCANIA, 21 - MILANO (Z.D. 4)"
VLE LUCANIA N. 30 ; (Z.D. 4)
VLE LUCANIA N. 6 (Z.D. 4)
VLE LUCANIA N. 7 PIANO RIALZATO; (Z.D. 4)
VLE LUCANIA N. 8 ; (Z.D. 4)
VLE LUCANIA N. 9 ; (Z.D. 4)
VLE LUNIGIANA N. 12 ; (Z.D. 2)
VLE LUNIGIANA N. 15 ; (Z.D. 2)
VLE MAJNO LUIGI N. 24 INGR.DA V.MORELLI 2 - SEMINTER; (Z.D. 1)
VLE MARTINI ENRICO N. 13 ; (Z.D. 4)
VLE MOLISE N. 51 ; (Z.D. 4)
VLE MOLISE N. 54 ; (Z.D. 4)
VLE MOLISE N. 59 ; (Z.D. 4)
VLE MONTE CENERI N. 14 (Z.D. 8)
VLE MONTE CENERI N. 14 ; (Z.D. 8)
VLE MONTE CENERI N. 34 ; (Z.D. 8)
VLE MONTE CENERI N. 36 ; (Z.D. 8)
VLE MONTE CENERI N. 71 ; (Z.D. 8)
VLE MONTE NERO N. 15 ; (Z.D. 1)
VLE MONTE NERO N. 16 ; (Z.D. 4)
VLE MONTE NERO N. 31 ; (Z.D. 1)
VLE MONTE NERO N. 33 ; (Z.D. 1)
VLE MONTE NERO N. 38 ; (Z.D. 4)
VLE MONTE NERO N. 5 ; (Z.D. 1)
VLE MONTE NERO N. 60 ; (Z.D. 4)
VLE MONTE NERO N. 63 ; (Z.D. 1)
VLE MONTE NERO N. 68 ; (Z.D. 4)
VLE MONTE NERO N. 7 ; (Z.D. 1)
VLE MONTE NERO N. 71 ; (Z.D. 1)
VLE MONTE NERO N. 76 ; (Z.D. 4)
VLE MONTE NERO N. 8 ; (Z.D. 4)
VLE MONTELLO N. 18 ; (Z.D. 1)
VLE MONTELLO N. 5 ; (Z.D. 1)
VLE MONZA 2 LOC AL P.T.+ 1 LOC. INTERRAT NUM.174; (Z.D. 2)
VLE MONZA N. 102 ; (Z.D. 2)
VLE MONZA N. 112 ; (Z.D. 2)
VLE MONZA N. 114 ; (Z.D. 2)
VLE MONZA N. 116 ; (Z.D. 2)
VLE MONZA N. 117 ; (Z.D. 2)
VLE MONZA N. 150 ; (Z.D. 2)
VLE MONZA N. 154 ; (Z.D. 2)
VLE MONZA N. 16 ; (Z.D. 2)
VLE MONZA N. 173 ; (Z.D. 2)
VLE MONZA N. 175 (Z.D. 2)
VLE MONZA N. 18 ; (Z.D. 2)
VLE MONZA N. 185 (Z.D. 2)
VLE MONZA N. 185 ; (Z.D. 2)
VLE MONZA N. 208 PIANO PRIMO; (Z.D. 2)
VLE MONZA N. 233 ; (Z.D. 2)
VLE MONZA N. 24 ; (Z.D. 2)
VLE MONZA N. 243 (Z.D. 2)
VLE MONZA N. 249 ; (Z.D. 2)
VLE MONZA N. 256 ; (Z.D. 2)
VLE MONZA N. 261 ; (Z.D. 2)
VLE MONZA N. 265 ; (Z.D. 2)
VLE MONZA N. 267 C/O CENTRO COMM.LE SMA; (Z.D. 2)
VLE MONZA N. 27 PALAZZO A SECONDO PIANO; (Z.D. 2)
VLE MONZA N. 309 ; (Z.D. 2)
VLE MONZA N. 325 ; (Z.D. 2)
VLE MONZA N. 38 ; (Z.D. 2)
VLE MONZA N. 39 ; (Z.D. 2)
VLE MONZA N. 40 INTERNO PROFUMERIA; (Z.D. 2)
VLE MONZA N. 55 ; (Z.D. 2)
VLE MONZA N. 78 ; (Z.D. 2)
VLE MONZA N. 8 ; (Z.D. 2)
VLE MONZA N. 82 ; (Z.D. 2)
VLE MONZA N. 83 ; (Z.D. 2)
VLE MONZA N. 87 IN PROF.; (Z.D. 2)
VLE MONZA N. 9 ; (Z.D. 2)
VLE MONZA NUM.1773; (Z.D. 2)
VLE MONZA NUM.345A; (Z.D. 2)
VLE MONZA NUM.353; (Z.D. 2)
VLE MURILLO S.B. N. 1 ; (Z.D. 7)
VLE MURILLO S.B. N. 11 ; (Z.D. 7)
VLE ORIONE DON LUIGI N. 14 ; (Z.D. 2)
VLE ORIONE DON LUIGI N. 21 ; (Z.D. 2)
VLE PAPINIANO N. 22A (Z.D. 1)
VLE PAPINIANO N. 38 ; (Z.D. 1)
VLE PAPINIANO N. 57 ; (Z.D. 1)
VLE PASUBIO N. 12 (Z.D. 9)
VLE PASUBIO N. 12 ; (Z.D. 9)
VLE PASUBIO N. 3 ; (Z.D. 1)
VLE PIAVE N. 21 (Z.D. 1)
VLE PIAVE N. 3 ; (Z.D. 1)
VLE PIAVE N. 7 ; (Z.D. 1)
VLE PICENO N. 29 ; (Z.D. 4)
VLE PICENO N. 32 ; (Z.D. 4)
VLE PICENO N. 5 ; (Z.D. 4)
VLE PICENO N. 8 ; (Z.D. 4)
VLE PISA N. 18 ; (Z.D. 7)
VLE PISA N. 4 ; (Z.D. 7)
VLE PISA N. 45 (Z.D. 7)
VLE PISA N. 47 ; (Z.D. 7)
VLE PISA N. 6 ; (Z.D. 7)
VLE PREMUDA N. 14 CON INGR. VIA ARCHIMEDE; (Z.D. 4)
VLE RANZONI DANIELE N. 2 ; (Z.D. 7)
VLE RANZONI DANIELE N. 2 CON INGR. VIA CORREGGIO; (Z.D. 7)
VLE RANZONI DANIELE N. 27 ; (Z.D. 7)
VLE RANZONI DANIELE N. 6 ; (Z.D. 7)
VLE RANZONI DANIELE N. 7 ; (Z.D. 7)
VLE RAPISARDI MARIO N. 4 ; (Z.D. 9)
VLE REGINA GIOVANNA N. 30 ; (Z.D. 3)
VLE REGINA GIOVANNA N. 42 ; (Z.D. 3)
VLE REGINA GIOVANNA N. 6 ; (Z.D. 3)
VLE REGINA GIOVANNA NUM.024B; (Z.D. 3)
VLE REGINA MARGHERITA N. 2 (Z.D. 1)
VLE REGINA MARGHERITA N. 28 ; (Z.D. 1)
VLE REGINA MARGHERITA N. 4 ; (Z.D. 1)
VLE RODI N. 91 ; (Z.D. 9)
VLE RODI N. 91 VIA RODI N. 91 (Z.D. 9)
VLE ROMAGNA N. 12 ; (Z.D. 3)
VLE ROMAGNA N. 2 ; (Z.D. 3)
VLE ROMAGNA N. 23 ; (Z.D. 3)
VLE ROMAGNA N. 50 ; (Z.D. 3)
VLE ROMAGNA N. 67 ; (Z.D. 3)
VLE ROMAGNA NUM.0562; (Z.D. 3)
VLE ROMOLO N. 7 ; (Z.D. 6)
VLE SABOTINO N. 12 ; (Z.D. 5)
VLE SABOTINO N. 13 P.T. + SOPPALCO + 1Ø PIANO; (Z.D. 5)
VLE SABOTINO N. 14 ; (Z.D. 5)
VLE SABOTINO N. 16 ; (Z.D. 5)
VLE SABOTINO N. 5 (Z.D. 5)
VLE SABOTINO N. 8 (Z.D. 5)
VLE SABOTINO N. 9 ; (Z.D. 5)
VLE SABOTINO NUM.021A; (Z.D. 5)
VLE SAN GIMIGNANO N. 10 ; (Z.D. 6)
VLE SAN GIMIGNANO N. 13 ; (Z.D. 6)
VLE SAN GIMIGNANO N. 39 ; (Z.D. 6)
VLE SAN GIMIGNANO NUM.03032; (Z.D. 6)
VLE SAN MICHELE DEL CARSO N. 16 ; (Z.D. 7)
VLE SAN MICHELE DEL CARSO N. 18 ; (Z.D. 7)
VLE SAN MICHELE DEL CARSO N. 2 ; (Z.D. 7)
VLE SAN MICHELE DEL CARSO N. 20 ; (Z.D. 7)
VLE SAN MICHELE DEL CARSO N. 22 ; (Z.D. 7)
VLE SAN MICHELE DEL CARSO N. 6 ; (Z.D. 7)
VLE SAN MICHELE DEL CARSO N. 7 ; (Z.D. 1)
VLE SARCA N. 163 ANGOLO V. RODI; (Z.D. 9)
VLE SARCA N. 198 INGR. V.PADRE GERARDO BECCARO; (Z.D. 9)
VLE SARCA N. 336 ; (Z.D. 9)
VLE SARCA N. 63 ; (Z.D. 9)
VLE SARCA N. 81 ; (Z.D. 9)
VLE SARCA N. 91 ; (Z.D. 9)
VLE SAURO NAZARIO N. 5 ; (Z.D. 2)
VLE SAURO NAZARIO N. 9 ; (Z.D. 2)
VLE SERRA RENATO N. 57 ; (Z.D. 8)
VLE STEFINI EVARISTO N. 10 ; (Z.D. 2)
VLE STEFINI EVARISTO N. 3 ; (Z.D. 2)
VLE STELVIO N. 16 ; (Z.D. 9)
VLE STELVIO N. 39 (Z.D. 9)
VLE STELVIO N. 39 ; (Z.D. 9)
VLE STELVIO N. 41 ; (Z.D. 9)
VLE STELVIO N. 44 ; (Z.D. 9)
VLE STELVIO N. 53 ; (Z.D. 9)
VLE STELVIO N. 66 ; (Z.D. 9)
VLE STELVIO N. 72 (Z.D. 9)
VLE SUZZANI GIOVANNI N. 12 ; (Z.D. 9)
VLE SUZZANI GIOVANNI N. 155 ; (Z.D. 9)
VLE SUZZANI GIOVANNI N. 18 (Z.D. 9)
VLE SUZZANI GIOVANNI N. 19 (Z.D. 9)
VLE SUZZANI GIOVANNI N. 19 ; (Z.D. 9)
VLE SUZZANI GIOVANNI N. 270 ; (Z.D. 9)
VLE SUZZANI GIOVANNI N. 283 ; (Z.D. 9)
VLE TEODORICO N. 4 ; (Z.D. 8)
VLE TEODORICO NUM.0192; (Z.D. 8)
VLE TESTI FULVIO N. 177 ; (Z.D. 9)
VLE TESTI FULVIO N. 218 ; (Z.D. 9)
VLE TESTI FULVIO N. 5 ; (Z.D. 9)
VLE TESTI FULVIO N. 70 (Z.D. 9)
VLE TESTI FULVIO N. 82 ; (Z.D. 9)
VLE TESTI FULVIO N. 86 ; (Z.D. 9)
VLE TESTI FULVIO N. 87 ; (Z.D. 9)
VLE TESTI FULVIO N. 90 ; (Z.D. 9)
VLE TIBALDI N. 17 ; (Z.D. 5)
VLE TIBALDI N. 2 ; (Z.D. 5)
VLE TIBALDI N. 20 ; (Z.D. 5)
VLE TIBALDI N. 24 ; (Z.D. 5)
VLE TIBALDI N. 48 ; (Z.D. 5)
VLE TIBALDI N. 66 ; (Z.D. 5)
VLE TIBALDI N. 8 ; (Z.D. 5)
VLE TORELLI LUIGI N. 5 ; (Z.D. 9)
VLE TROYA CARLO N. 2 ; (Z.D. 6)
VLE TROYA CARLO N. 4 (Z.D. 6)
VLE TROYA CARLO N. 4 ; (Z.D. 6)
VLE TROYA CARLO N. 8 ; (Z.D. 6)
VLE TUNISIA N. 10 (Z.D. 3)
VLE TUNISIA N. 15 ; (Z.D. 3)
VLE TUNISIA N. 23 ; (Z.D. 3)
VLE TUNISIA N. 38 (Z.D. 2)
VLE TUNISIA N. 38 ; (Z.D. 2)
VLE TUNISIA N. 41 CON INGR. VIA FRANCHETTI 3; (Z.D. 2)
VLE UMBRIA N. 101 ; (Z.D. 4)
VLE UMBRIA N. 16 C/O C.C. PIAZZA LODI; (Z.D. 4)
VLE UMBRIA N. 17 ; (Z.D. 4)
VLE UMBRIA N. 18 ; (Z.D. 4)
VLE UMBRIA N. 22 ; (Z.D. 4)
VLE UMBRIA N. 35 ; (Z.D. 4)
VLE UMBRIA N. 41 (Z.D. 4)
VLE UMBRIA N. 44 ; (Z.D. 4)
VLE UMBRIA N. 50 ; (Z.D. 4)
VLE UMBRIA N. 50 PIANO RIALZATO; (Z.D. 4)
VLE UMBRIA N. 52 (Z.D. 4)
VLE UMBRIA N. 52 ; (Z.D. 4)
VLE UMBRIA N. 53 (Z.D. 4)
VLE UMBRIA N. 66 ; (Z.D. 4)
VLE UMBRIA N. 82 ; (Z.D. 4)
VLE UMBRIA N. 9 ; (Z.D. 4)
VLE UMBRIA N. 94 ; (Z.D. 4)
VLE UMBRIA N. 99 (Z.D. 4)
VLE UNGHERIA N. 10 ; (Z.D. 4)
VLE UNGHERIA N. 22 ; (Z.D. 4)
VLE UNGHERIA N. 26 (Z.D. 4)
VLE VIGLIANI PAOLO ONORATO N. 19 ; (Z.D. 8)
VLE VITTORIO VENETO N. 10 ; (Z.D. 3)
VLE VITTORIO VENETO N. 18 5 LOCALI AL 1^ PIANO; (Z.D. 3)
VLE VITTORIO VENETO N. 6 (Z.D. 3)
"VLE VITTORIO VENETO N. 6 CON INGRESSO DA VIA LECCO,2; (Z.D. 3)"
VLE ZARA N. 112 ; (Z.D. 2)
VLE ZARA N. 116 ; (Z.D. 2)
VLE ZARA N. 118 ; (Z.D. 2)
VLE ZARA N. 13 ; (Z.D. 9)
VLE ZARA N. 145 ; (Z.D. 9)
VLE ZARA N. 21 ; (Z.D. 9)
VLE ZARA N. 61 ; (Z.D. 9)
VLE ZARA N. 9 INTERNO PALESTRA; (Z.D. 9)
VLO GIARDINO N. 3 ; (Z.D. 1)
VLO SANTA MARIA VALLE N. 4 ; (Z.D. 1)
